1.000000 46 -nan
1.500000 46 -nan
2.000000 46 -nan
2.500000 46 -nan
3.000000 46 -nan
3.500000 46 -nan
4.000000 46 -nan
4.500000 46 -nan
5.000000 46 6.000000

0.000000 48 -nan
0.500000 48 -nan
1.000000 48 -nan
1.500000 48 -nan
2.000000 48 -nan
2.500000 48 -nan
3.000000 48 -nan
3.500000 48 -nan
4.000000 48 -nan
4.500000 48 -nan
5.000000 48 6.000000

0.000000 50 -nan
0.500000 50 -nan
1.000000 50 -nan
1.500000 50 -nan
2.000000 50 -nan
2.500000 50 -nan
3.000000 50 -nan
3.500000 50 -nan
4.000000 50 -nan
4.500000 50 -nan
5.000000 50 6.000000

0.000000 52 -nan
0.500000 52 -nan
1.000000 52 -nan
1.500000 52 -nan
2.000000 52 -nan
2.500000 52 -nan
3.000000 52 -nan
3.500000 52 -nan
4.000000 52 -nan
4.500000 52 -nan
5.000000 52 6.000000

0.000000 54 -nan
0.500000 54 -nan
1.000000 54 -nan
1.500000 54 -nan
2.000000 54 -nan
2.500000 54 -nan
3.000000 54 -nan
3.500000 54 -nan
4.000000 54 -nan
4.500000 54 -nan
5.000000 54 6.000000

0.000000 56 -nan
0.500000 56 -nan
1.000000 56 -nan
1.500000 56 -nan
2.000000 56 -nan
2.500000 56 -nan
3.000000 56 -nan
3.500000 56 -nan
4.000000 56 -nan
4.500000 56 -nan
5.000000 56 6.000000

0.000000 58 -nan
0.500000 58 -nan
1.000000 58 -nan
1.500000 58 -nan
2.000000 58 -nan
2.500000 58 -nan
3.000000 58 -nan
3.500000 58 -nan
4.000000 58 -nan
4.500000 58 -nan
5.000000 58 6.000000

0.000000 60 -nan
0.500000 60 -nan
1.000000 60 -nan
1.500000 60 -nan
2.000000 60 -nan
2.500000 60 -nan
3.000000 60 -nan
3.500000 60 -nan
4.000000 60 -nan
4.500000 60 -nan
5.000000 60 6.000000

0.000000 62 -nan
0.500000 62 -nan
1.000000 62 -nan
1.500000 62 -nan
2.000000 62 -nan
2.500000 62 -nan
3.000000 62 -nan
3.500000 62 -nan
4.000000 62 -nan
4.500000 62 -nan
5.000000 62 6.000000

0.000000 64 -nan
0.500000 64 -nan
1.000000 64 -nan
1.500000 64 -nan
2.000000 64 -nan
2.500000 64 -nan
3.000000 64 -nan
3.500000 64 -nan
4.000000 64 -nan
4.500000 64 -nan
5.000000 64 6.000000

0.000000 66 -nan
0.500000 66 -nan
1.000000 66 -nan
1.500000 66 -nan
2.000000 66 -nan
2.500000 66 -nan
3.000000 66 -nan
3.500000 66 -nan
4.000000 66 -nan
4.500000 66 -nan
5.000000 66 6.000000

0.000000 68 -nan
0.500000 68 -nan
1.000000 68 -nan
1.500000 68 -nan
2.000000 68 -nan
2.500000 68 -nan
3.000000 68 -nan
3.500000 68 -nan
4.000000 68 -nan
4.500000 68 -nan
5.000000 68 6.000000

0.000000 70 -nan
0.500000 70 -nan
1.000000 70 -nan
1.500000 70 -nan
2.000000 70 -nan
2.500000 70 -nan
3.000000 70 -nan
3.500000 70 -nan
4.000000 70 -nan
4.500000 70 -nan
5.000000 70 6.000000

0.000000 72 -nan
0.500000 72 -nan
1.000000 72 -nan
1.500000 72 -nan
2.000000 72 -nan
2.500000 72 -nan
3.000000 72 -nan
3.500000 72 -nan
4.000000 72 -nan
4.500000 72 -nan
5.000000 72 6.000000

0.000000 74 -nan
0.500000 74 -nan
1.000000 74 -nan
1.500000 74 -nan
2.000000 74 -nan
2.500000 74 -nan
3.000000 74 -nan
3.500000 74 -nan
4.000000 74 -nan
4.500000 74 -nan
5.000000 74 6.000000

0.000000 76 -nan
0.500000 76 -nan
1.000000 76 -nan
1.500000 76 -nan
2.000000 76 -nan
2.500000 76 -nan
3.000000 76 -nan
3.500000 76 -nan
4.000000 76 -nan
4.500000 76 -nan
5.000000 76 6.000000

0.000000 78 -nan
0.500000 78 -nan
1.000000 78 -nan
1.500000 78 -nan
2.000000 78 -nan
2.500000 78 -nan
3.000000 78 -nan
3.500000 78 -nan
4.000000 78 -nan
4.500000 78 -nan
5.000000 78 6.000000

0.000000 80 -nan
0.500000 80 -nan
1.000000 80 -nan
1.500000 80 -nan
2.000000 80 -nan
2.500000 80 -nan
3.000000 80 -nan
3.500000 80 -nan
4.000000 80 -nan
4.500000 80 -nan
5.000000 80 6.000000

0.000000 82 -nan
0.500000 82 -nan
1.000000 82 -nan
1.500000 82 -nan
2.000000 82 -nan
2.500000 82 -nan
3.000000 82 -nan
3.500000 82 -nan
4.000000 82 -nan
4.500000 82 -nan
5.000000 82 6.000000

0.000000 84 -nan
0.500000 84 -nan
1.000000 84 -nan
1.500000 84 -nan
2.000000 84 -nan
2.500000 84 -nan
3.000000 84 -nan
3.500000 84 -nan
4.000000 84 -nan
4.500000 84 -nan
5.000000 84 6.000000

0.000000 86 -nan
0.500000 86 -nan
1.000000 86 -nan
1.500000 86 -nan
2.000000 86 -nan
2.500000 86 -nan
3.000000 86 -nan
3.500000 86 -nan
4.000000 86 -nan
4.500000 86 -nan
5.000000 86 6.000000

0.000000 88 -nan
0.500000 88 -nan
1.000000 88 -nan
1.500000 88 -nan
2.000000 88 -nan
2.500000 88 -nan
3.000000 88 -nan
3.500000 88 -nan
4.000000 88 -nan
4.500000 88 -nan
5.000000 88 6.000000

0.000000 90 -nan
0.500000 90 -nan
1.000000 90 -nan
1.500000 90 -nan
2.000000 90 -nan
2.500000 90 -nan
3.000000 90 -nan
3.500000 90 -nan
4.000000 90 -nan
4.500000 90 -nan
5.000000 90 6.000000

0.000000 92 -nan
0.500000 92 -nan
1.000000 92 -nan
1.500000 92 -nan
2.000000 92 -nan
2.500000 92 -nan
3.000000 92 -nan
3.500000 92 -nan
4.000000 92 -nan
4.500000 92 -nan
5.000000 92 6.000000

0.000000 94 -nan
0.500000 94 -nan
1.000000 94 -nan
1.500000 94 -nan
2.000000 94 -nan
2.500000 94 -nan
3.000000 94 -nan
3.500000 94 -nan
4.000000 94 -nan
4.500000 94 -nan
5.000000 94 6.000000

0.000000 96 -nan
0.500000 96 -nan
1.000000 96 -nan
1.500000 96 -nan
2.000000 96 -nan
2.500000 96 -nan
3.000000 96 -nan
3.500000 96 -nan
4.000000 96 -nan
4.500000 96 -nan
5.000000 96 6.000000

0.000000 98 -nan
0.500000 98 -nan
1.000000 98 -nan
1.500000 98 -nan
2.000000 98 -nan
2.500000 98 -nan
3.000000 98 -nan
3.500000 98 -nan
4.000000 98 -nan
4.500000 98 -nan
5.000000 98 6.000000

0.000000 100 -nan
0.500000 100 -nan
1.000000 100 -nan
1.500000 100 -nan
2.000000 100 -nan
2.500000 100 -nan
3.000000 100 -nan
3.500000 100 -nan
4.000000 100 -nan
4.500000 100 -nan
5.000000 100 6.000000

