0.000000 0 -nan
0.500000 0 -nan
1.000000 0 -nan
1.500000 0 -nan
2.000000 0 -nan
2.500000 0 -nan
3.000000 0 -nan
3.500000 0 -nan
4.000000 0 -nan
4.500000 0 -nan
5.000000 0 -nan

0.000000 2 -nan
0.500000 2 -nan
1.000000 2 -nan
1.500000 2 -nan
2.000000 2 -nan
2.500000 2 -nan
3.000000 2 -nan
3.500000 2 -nan
4.000000 2 -nan
4.500000 2 -nan
5.000000 2 6.000000

0.000000 4 -nan
0.500000 4 -nan
1.000000 4 -nan
1.500000 4 -nan
2.000000 4 -nan
2.500000 4 -nan
3.000000 4 -nan
3.500000 4 -nan
4.000000 4 -nan
4.500000 4 -nan
5.000000 4 6.000000

0.000000 6 -nan
0.500000 6 -nan
1.000000 6 -nan
1.500000 6 -nan
2.000000 6 -nan
2.500000 6 -nan
3.000000 6 -nan
3.500000 6 -nan
4.000000 6 -nan
4.500000 6 -nan
5.000000 6 6.000000

0.000000 8 -nan
0.500000 8 -nan
1.000000 8 -nan
1.500000 8 -nan
2.000000 8 -nan
2.500000 8 -nan
3.000000 8 -nan
3.500000 8 -nan
4.000000 8 -nan
4.500000 8 -nan
5.000000 8 6.000000

0.000000 10 -nan
0.500000 10 -nan
1.000000 10 -nan
1.500000 10 -nan
2.000000 10 -nan
2.500000 10 -nan
3.000000 10 -nan
3.500000 10 -nan
4.000000 10 -nan
4.500000 10 -nan
5.000000 10 6.000000

0.000000 12 -nan
0.500000 12 -nan
1.000000 12 -nan
1.500000 12 -nan
2.000000 12 -nan
2.500000 12 -nan
3.000000 12 -nan
3.500000 12 -nan
4.000000 12 -nan
4.500000 12 -nan
5.000000 12 6.000000

0.000000 14 -nan
0.500000 14 -nan
1.000000 14 -nan
1.500000 14 -nan
2.000000 14 -nan
2.500000 14 -nan
3.000000 14 -nan
3.500000 14 -nan
4.000000 14 -nan
4.500000 14 -nan
5.000000 14 6.000000

0.000000 16 -nan
0.500000 16 -nan
1.000000 16 -nan
1.500000 16 -nan
2.000000 16 -nan
2.500000 16 -nan
3.000000 16 -nan
3.500000 16 -nan
4.000000 16 -nan
4.500000 16 -nan
5.000000 16 6.000000

0.000000 18 -nan
0.500000 18 -nan
1.000000 18 -nan
1.500000 18 -nan
2.000000 18 -nan
2.500000 18 -nan
3.000000 18 -nan
3.500000 18 -nan
4.000000 18 -nan
4.500000 18 -nan
5.000000 18 6.000000

0.000000 20 -nan
0.500000 20 -nan
1.000000 20 -nan
1.500000 20 -nan
2.000000 20 -nan
2.500000 20 -nan
3.000000 20 -nan
3.500000 20 -nan
4.000000 20 -nan
4.500000 20 -nan
5.000000 20 6.000000

0.000000 22 -nan
0.500000 22 -nan
1.000000 22 -nan
1.500000 22 -nan
2.000000 22 -nan
2.500000 22 -nan
3.000000 22 -nan
3.500000 22 -nan
4.000000 22 -nan
4.500000 22 -nan
5.000000 22 6.000000

0.000000 24 -nan
0.500000 24 -nan
1.000000 24 -nan
1.500000 24 -nan
2.000000 24 -nan
2.500000 24 -nan
3.000000 24 -nan
3.500000 24 -nan
4.000000 24 -nan
4.500000 24 -nan
5.000000 24 6.000000

0.000000 26 -nan
0.500000 26 -nan
1.000000 26 -nan
1.500000 26 -nan
2.000000 26 -nan
2.500000 26 -nan
3.000000 26 -nan
3.500000 26 -nan
4.000000 26 -nan
4.500000 26 -nan
5.000000 26 6.000000

0.000000 28 -nan
0.500000 28 -nan
1.000000 28 -nan
1.500000 28 -nan
2.000000 28 -nan
2.500000 28 -nan
3.000000 28 -nan
3.500000 28 -nan
4.000000 28 -nan
4.500000 28 -nan
5.000000 28 6.000000

0.000000 30 -nan
0.500000 30 -nan
1.000000 30 -nan
1.500000 30 -nan
2.000000 30 -nan
2.500000 30 -nan
3.000000 30 -nan
3.500000 30 -nan
4.000000 30 -nan
4.500000 30 -nan
5.000000 30 6.000000

0.000000 32 -nan
0.500000 32 -nan
1.000000 32 -nan
1.500000 32 -nan
2.000000 32 -nan
2.500000 32 -nan
3.000000 32 -nan
3.500000 32 -nan
4.000000 32 -nan
4.500000 32 -nan
5.000000 32 6.000000

0.000000 34 -nan
0.500000 34 -nan
1.000000 34 -nan
1.500000 34 -nan
2.000000 34 -nan
2.500000 34 -nan
3.000000 34 -nan
3.500000 34 -nan
4.000000 34 -nan
4.500000 34 -nan
5.000000 34 6.000000

0.000000 36 -nan
0.500000 36 -nan
1.000000 36 -nan
1.500000 36 -nan
2.000000 36 -nan
2.500000 36 -nan
3.000000 36 -nan
3.500000 36 -nan
4.000000 36 -nan
4.500000 36 -nan
5.000000 36 6.000000

0.000000 38 -nan
0.500000 38 -nan
1.000000 38 -nan
1.500000 38 -nan
2.000000 38 -nan
2.500000 38 -nan
3.000000 38 -nan
3.500000 38 -nan
4.000000 38 -nan
4.500000 38 -nan
5.000000 38 6.000000

0.000000 40 -nan
0.500000 40 -nan
1.000000 40 -nan
1.500000 40 -nan
2.000000 40 -nan
2.500000 40 -nan
3.000000 40 -nan
3.500000 40 -nan
4.000000 40 -nan
4.500000 40 -nan
5.000000 40 6.000000

0.000000 42 -nan
0.500000 42 -nan
1.000000 42 -nan
1.500000 42 -nan
2.000000 42 -nan
2.500000 42 -nan
3.000000 42 -nan
3.500000 42 -nan
4.000000 42 -nan
4.500000 42 -nan
5.000000 42 6.000000

0.000000 44 -nan
0.500000 44 -nan
1.000000 44 -nan
1.500000 44 -nan
2.000000 44 -nan
2.500000 44 -nan
3.000000 44 -nan
3.500000 44 -nan
4.000000 44 -nan
4.500000 44 -nan
5.000000 44 6.000000

0.000000 46 -nan
0.500000 46 -nan
