 23 4.97
 24 5.49
 25 8.38
 26 5.56
 27 5.60
 28 5.12
 29 6.56
 30 8.25
 31 11.42
 32 16.34
 33 25.36
 34 33.78
 35 29.08
 36 27.28
 37 28.09
 38 33.13
 39 34.66
 40 37.98
 41 61.07
 42 95.96
 43 165.50
 44 227.74
 45 256.65
 46 241.29
 47 223.19
